checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type
CHK0096,USR0121,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/21/2024 05:35:04 PM,79,99,Thursday,17,0,Clear,45+,Shopping,Medium,47,56,Happy Hour,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
CHK0097,USR0068,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/05/2024 07:45:18 AM,43,72,Tuesday,7,0,Cloudy,25-34,Food,Medium,45,58,Business Meetup,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0098,USR0069,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/24/2024 06:12:27 PM,52,61,Friday,18,0,Clear,25-34,Food,Medium,41,62,Concert,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0099,USR0113,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/10/2024 07:50:19 AM,55,34,Sunday,7,1,Sunny,35-44,Music,Low,47,72,Lunch Rush,Returning,Recommend TechHub Coworking,ELEVATED,Routine Patrol,Zone C — Midtown,High Foot Traffic
CHK0100,USR0021,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/29/2024 09:44:25 PM,82,91,Monday,21,0,Rainy,25-34,Music,Medium,47,64,Networking Event,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Large Gathering
CHK0101,USR0173,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/06/2024 07:47:20 PM,57,55,Wednesday,19,0,Sunny,18-24,Social,Medium,40,55,Morning Workout,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0102,USR0045,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/15/2024 08:48:43 PM,42,33,Wednesday,20,0,Cloudy,35-44,Coffee,Medium,40,50,Concert,New,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Major Event
CHK0103,USR0126,VEN008,City Mall,Mall,40.7261,-74.007,05/06/2024 04:58:17 PM,63,78,Monday,16,0,Clear,25-34,Nightlife,High,40,62,Lunch Rush,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK0104,USR0178,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/30/2024 06:21:20 PM,77,77,Tuesday,18,0,Cloudy,18-24,Fitness,Medium,42,61,Happy Hour,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
CHK0105,USR0065,VEN008,City Mall,Mall,40.7261,-74.007,04/06/2024 04:25:52 PM,71,103,Saturday,16,1,Cloudy,18-24,Coffee,Medium,65,79,Weekend Party,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,Nightlife Event
CHK0106,USR0139,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/15/2024 11:25:55 PM,82,101,Friday,23,0,Sunny,45+,Coffee,Medium,56,74,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0107,USR0014,VEN008,City Mall,Mall,40.7261,-74.007,04/22/2024 10:33:23 AM,63,82,Monday,10,0,Sunny,35-44,Coffee,High,40,50,Weekend Party,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0108,USR0162,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/04/2024 06:59:18 PM,74,66,Thursday,18,0,Sunny,45+,Coffee,Medium,40,62,Dinner Special,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0109,USR0030,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/31/2024 04:19:35 PM,49,68,Sunday,16,1,Clear,18-24,Coffee,Medium,60,80,Morning Workout,New,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity
CHK0110,USR0107,VEN008,City Mall,Mall,40.7261,-74.007,03/16/2024 04:09:31 PM,72,125,Saturday,16,1,Rainy,18-24,Shopping,Medium,74,79,Lunch Rush,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK0111,USR0035,VEN008,City Mall,Mall,40.7261,-74.007,04/30/2024 01:35:09 PM,74,91,Tuesday,13,0,Sunny,25-34,Music,Medium,60,82,Weekend Party,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,Nightlife Event
CHK0112,USR0001,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/05/2024 10:54:26 PM,86,84,Friday,22,0,Sunny,25-34,Social,Medium,56,78,Live Music,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment
CHK0113,USR0089,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/08/2024 07:37:42 PM,41,86,Monday,19,0,Sunny,25-34,Coffee,High,50,70,Networking Event,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0114,USR0062,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/10/2024 09:24:29 PM,83,72,Friday,21,0,Rainy,35-44,Business,Medium,70,86,Weekend Party,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0115,USR0098,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/19/2024 10:49:26 AM,58,36,Friday,10,0,Clear,45+,Shopping,Low,40,52,Weekend Party,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK0116,USR0152,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/24/2024 05:41:09 PM,60,38,Friday,17,0,Sunny,18-24,Shopping,Medium,40,70,Retail Promotion,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0117,USR0105,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/13/2024 09:28:06 PM,76,114,Wednesday,21,0,Sunny,35-44,Music,Medium,75,68,Weekend Party,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0118,USR0085,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/10/2024 10:16:21 AM,46,40,Sunday,10,1,Sunny,45+,Fitness,Medium,40,50,Business Meetup,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0119,USR0159,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/18/2024 06:40:45 PM,21,172,Thursday,18,0,Cloudy,45+,Food,High,60,50,Networking Event,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0120,USR0026,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/31/2024 09:58:18 PM,89,80,Sunday,21,1,Rainy,25-34,Fitness,Low,52,78,Happy Hour,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service
CHK0121,USR0092,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/26/2024 03:19:57 PM,75,87,Friday,15,0,Clear,45+,Social,Medium,40,50,Live Music,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment
CHK0122,USR0021,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/25/2024 01:33:26 PM,65,82,Thursday,13,0,Sunny,25-34,Music,Medium,40,51,Weekend Party,New,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Nightlife Event
CHK0123,USR0066,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/18/2024 03:15:31 PM,47,58,Thursday,15,0,Rainy,25-34,Business,High,40,50,Morning Workout,Returning,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity
CHK0124,USR0019,VEN008,City Mall,Mall,40.7261,-74.007,04/02/2024 04:57:51 PM,64,119,Tuesday,16,0,Sunny,45+,Food,Medium,76,69,Lunch Rush,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK0125,USR0078,VEN008,City Mall,Mall,40.7261,-74.007,04/14/2024 08:19:40 PM,61,60,Sunday,20,1,Rainy,45+,Shopping,High,40,50,Weekend Party,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0126,USR0180,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/19/2024 08:06:15 PM,76,88,Friday,20,0,Sunny,45+,Music,High,59,78,Lunch Rush,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK0127,USR0191,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/03/2024 08:42:25 PM,40,50,Sunday,20,1,Clear,25-34,Food,Low,40,50,Networking Event,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0128,USR0091,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/17/2024 11:53:57 PM,95,111,Friday,23,0,Rainy,18-24,Business,Medium,67,69,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0129,USR0036,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/21/2024 12:16:43 PM,80,58,Tuesday,12,0,Cloudy,35-44,Business,Medium,42,76,Dinner Special,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0130,USR0024,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/20/2024 09:19:50 PM,79,79,Monday,21,0,Sunny,45+,Music,Medium,48,72,Happy Hour,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
CHK0131,USR0136,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/11/2024 06:11:12 PM,35,54,Thursday,18,0,Clear,25-34,Fitness,Medium,40,50,Morning Workout,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0132,USR0192,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/04/2024 04:16:58 PM,32,186,Thursday,16,0,Cloudy,45+,Food,Medium,79,64,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0133,USR0173,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/15/2024 06:04:09 PM,80,127,Friday,18,0,Cloudy,18-24,Social,Medium,61,67,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0134,USR0173,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/11/2024 12:50:25 PM,59,37,Saturday,12,1,Clear,18-24,Social,Medium,40,65,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0135,USR0144,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/14/2024 09:40:23 AM,37,63,Tuesday,9,0,Clear,45+,Social,Medium,40,50,Morning Workout,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0136,USR0105,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/18/2024 03:04:40 PM,82,98,Saturday,15,1,Cloudy,35-44,Music,Medium,77,69,Live Music,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0137,USR0138,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/18/2024 04:02:19 AM,80,89,Monday,4,0,Rainy,35-44,Business,High,40,50,Live Music,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment
CHK0138,USR0187,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/19/2024 10:42:47 AM,39,30,Friday,10,0,Cloudy,35-44,Food,High,40,50,Lunch Rush,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0139,USR0177,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/23/2024 01:53:31 PM,45,41,Tuesday,13,0,Sunny,18-24,Business,Medium,40,67,Morning Workout,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0140,USR0166,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/28/2024 05:15:54 PM,72,97,Thursday,17,0,Sunny,25-34,Business,Low,58,65,Weekend Party,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0141,USR0055,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/08/2024 05:12:07 PM,67,89,Friday,17,0,Rainy,35-44,Shopping,Low,51,60,Concert,New,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Major Event
CHK0142,USR0196,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/03/2024 07:21:15 AM,46,40,Sunday,7,1,Rainy,18-24,Nightlife,Medium,40,56,Morning Workout,New,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity
CHK0143,USR0153,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/27/2024 02:52:55 PM,35,122,Wednesday,14,0,Clear,25-34,Food,High,68,79,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0144,USR0007,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/05/2024 11:09:08 PM,100,121,Friday,23,0,Sunny,25-34,Business,Medium,70,76,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0145,USR0033,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/02/2024 09:50:15 AM,48,51,Saturday,9,1,Sunny,45+,Music,Medium,49,83,Business Meetup,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0146,USR0116,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/07/2024 10:04:30 AM,57,30,Tuesday,10,0,Sunny,45+,Social,High,40,50,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0147,USR0118,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/29/2024 06:02:46 PM,21,142,Friday,18,0,Cloudy,45+,Nightlife,Medium,58,52,Live Music,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK0148,USR0114,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/08/2024 11:54:25 PM,98,159,Friday,23,0,Sunny,25-34,Shopping,Medium,94,81,Happy Hour,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service
CHK0149,USR0183,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/11/2024 06:09:04 PM,79,68,Monday,18,0,Clear,18-24,Fitness,Medium,40,57,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment
CHK0150,USR0180,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/18/2024 11:33:18 PM,76,91,Thursday,23,0,Sunny,45+,Music,High,43,59,Live Music,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0151,USR0059,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/23/2024 09:49:35 PM,94,116,Thursday,21,0,Cloudy,35-44,Shopping,Low,62,80,Happy Hour,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service
CHK0152,USR0066,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/13/2024 06:25:26 PM,60,36,Saturday,18,1,Cloudy,25-34,Business,High,40,62,Lunch Rush,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0153,USR0191,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/20/2024 08:30:04 PM,78,123,Wednesday,20,0,Clear,25-34,Food,Low,74,84,Concert,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK0154,USR0171,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/17/2024 07:37:35 PM,84,93,Sunday,19,1,Sunny,45+,Nightlife,Medium,56,76,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0155,USR0169,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/07/2024 08:38:19 PM,58,22,Thursday,20,0,Sunny,45+,Food,Medium,40,54,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0156,USR0058,VEN008,City Mall,Mall,40.7261,-74.007,03/29/2024 06:22:54 PM,68,101,Friday,18,0,Sunny,18-24,Fitness,Low,54,64,Weekend Party,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0157,USR0169,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/11/2024 08:52:39 PM,53,24,Saturday,20,1,Sunny,45+,Food,Medium,40,54,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0158,USR0037,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/04/2024 07:44:48 AM,47,73,Monday,7,0,Sunny,45+,Food,Medium,54,65,Networking Event,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0159,USR0056,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/24/2024 01:09:47 PM,62,70,Friday,13,0,Sunny,25-34,Coffee,Medium,59,76,Concert,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0160,USR0153,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/23/2024 01:10:23 PM,68,51,Tuesday,13,0,Sunny,25-34,Food,High,46,76,Retail Promotion,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0161,USR0109,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/07/2024 02:48:39 PM,83,94,Thursday,14,0,Clear,25-34,Music,High,46,52,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment
CHK0162,USR0073,VEN008,City Mall,Mall,40.7261,-74.007,05/17/2024 02:17:13 PM,71,109,Friday,14,0,Cloudy,18-24,Nightlife,Low,67,71,Retail Promotion,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,Crowd Event
CHK0163,USR0053,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/02/2024 02:19:02 PM,55,57,Thursday,14,0,Clear,18-24,Shopping,High,42,60,Concert,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0164,USR0111,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/28/2024 06:48:16 PM,50,84,Thursday,18,0,Clear,35-44,Music,Low,62,68,Networking Event,New,Recommend Riverwalk Park,ELEVATED,Routine Patrol,Zone E — North End,Large Gathering
CHK0165,USR0019,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/17/2024 09:45:14 AM,52,38,Sunday,9,1,Sunny,45+,Food,Medium,48,80,Business Meetup,Returning,Recommend TechHub Coworking,ELEVATED,Routine Patrol,Zone C — Midtown,Private Gathering
CHK0166,USR0104,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/06/2024 01:29:58 PM,66,47,Wednesday,13,0,Clear,35-44,Food,Medium,59,79,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0167,USR0177,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/07/2024 10:01:20 AM,60,28,Sunday,10,1,Clear,18-24,Business,Medium,40,62,Dinner Special,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0168,USR0080,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/12/2024 05:06:15 PM,78,101,Tuesday,17,0,Sunny,45+,Music,Medium,43,54,Concert,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK0169,USR0199,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/29/2024 04:10:04 PM,78,120,Friday,16,0,Sunny,35-44,Fitness,High,64,66,Concert,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK0170,USR0051,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/14/2024 09:52:41 PM,84,122,Sunday,21,1,Cloudy,45+,Nightlife,Medium,71,79,Weekend Party,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0171,USR0119,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/17/2024 07:48:41 AM,55,47,Friday,7,0,Clear,25-34,Business,Low,48,82,Lunch Rush,New,Recommend TechHub Coworking,ELEVATED,Routine Patrol,Zone C — Midtown,High Foot Traffic
CHK0172,USR0161,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/14/2024 01:59:56 PM,54,48,Tuesday,13,0,Sunny,35-44,Food,Medium,46,73,Morning Workout,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0173,USR0091,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/20/2024 05:30:28 PM,66,73,Wednesday,17,0,Sunny,18-24,Business,Medium,40,52,Weekend Party,Returning,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Nightlife Event
CHK0174,USR0024,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/10/2024 08:28:02 AM,23,155,Sunday,8,1,Clear,45+,Music,Medium,56,50,Live Music,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK0175,USR0116,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/16/2024 02:29:37 PM,60,41,Thursday,14,0,Sunny,45+,Social,High,40,70,Weekend Party,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK0176,USR0088,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/23/2024 09:38:30 AM,51,53,Thursday,9,0,Sunny,35-44,Fitness,High,40,60,Weekend Party,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK0177,USR0157,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/04/2024 09:02:15 PM,95,102,Saturday,21,1,Cloudy,18-24,Social,Low,81,91,Happy Hour,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service
CHK0178,USR0162,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/16/2024 09:18:24 AM,51,58,Tuesday,9,0,Sunny,45+,Coffee,Medium,45,73,Lunch Rush,Returning,Recommend TechHub Coworking,ELEVATED,Routine Patrol,Zone C — Midtown,High Foot Traffic
CHK0179,USR0155,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/09/2024 04:35:43 PM,74,145,Saturday,16,1,Sunny,18-24,Food,Medium,70,74,Weekend Party,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0180,USR0170,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/12/2024 07:42:09 AM,52,60,Friday,7,0,Rainy,35-44,Shopping,High,52,68,Morning Workout,New,Recommend TechHub Coworking,ELEVATED,Routine Patrol,Zone C — Midtown,Regular Activity
CHK0181,USR0033,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/17/2024 02:05:19 PM,57,23,Sunday,14,1,Sunny,45+,Music,Medium,40,61,Lunch Rush,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
