checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type,city,county,state,event_name,event_category,event_size,event_start_time,event_end_time,event_risk_level
CHK00070,USR0385,VEN099,Grill Brasserie,Restaurant,40.725619,-73.986397,01/04/2024 05:38:38 PM,76,71,Thursday,17,0,Clear,25-34,Social,Low,52,50,Business Meetup,Returning,Recommend Pier Eatery,HIGH,Monitor Closely,Zone C — Midtown,Private Gathering,Jersey City,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,5:00 PM,7:00 PM,HIGH
CHK00071,USR0012,VEN018,Flux Nightclub,Nightclub,40.711261,-74.014212,03/21/2024 11:04:47 PM,95,148,Thursday,23,0,Clear,35-44,Shopping,Low,88,50,Late Night,Returning,Recommend Apex Nightclub,CRITICAL,Immediate Response,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Friday Night Live,Nightlife,Large,11:00 PM,1:00 AM,CRITICAL
CHK00072,USR0206,VEN193,Urban Shopping Center,Mall,40.729639,-74.006188,06/08/2024 06:08:54 AM,57,66,Saturday,6,1,Rainy,35-44,Social,Low,40,50,Weekend Party,New,Recommend Harbor Galleria,ELEVATED,Routine Patrol,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Retail Event,Retail,Medium,6:00 AM,8:00 AM,ELEVATED
CHK00073,USR0999,VEN239,Studio Studios,Coworking,40.721788,-73.990694,06/20/2024 09:16:10 AM,35,187,Thursday,9,0,Cloudy,25-34,Shopping,Low,70,50,Networking Event,Returning,Recommend Craft Workspace,NORMAL,No Action Required,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Tech Talk,Business,Small,9:00 AM,11:00 AM,NORMAL
CHK00074,USR0415,VEN071,Bistro Dining,Restaurant,40.715049,-74.002297,01/31/2024 12:57:32 PM,78,98,Wednesday,12,0,Cloudy,25-34,Shopping,Low,61,51,Happy Hour,New,Recommend Fork Restaurant,HIGH,Monitor Closely,Zone F — Commercial,Alcohol Service,Secaucus,Bergen County,New Jersey,Special Dining Event,Dining,Medium,12:00 PM,2:00 PM,HIGH
CHK00075,USR0349,VEN073,Metro Dining,Restaurant,40.720102,-74.017489,01/02/2024 11:59:42 AM,82,90,Tuesday,11,0,Clear,45+,Music,Low,63,50,Lunch Rush,Returning,Recommend Spice Brasserie,HIGH,Monitor Closely,Zone I — University,High Foot Traffic,North Bergen,Bergen County,New Jersey,Dinner Rush,Dining,Medium,11:00 AM,1:00 PM,HIGH
CHK00076,USR0454,VEN270,Summit Gardens,Park,40.691049,-74.014748,04/11/2024 07:55:43 PM,25,66,Thursday,19,0,Clear,45+,Music,Low,40,50,Weekend Party,Returning,Recommend Cedar Reserve,NORMAL,No Action Required,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Weekend Festival,Outdoor,Small,7:00 PM,9:00 PM,NORMAL
CHK00077,USR0139,VEN163,Star Theater,Entertainment,40.702181,-74.0072,04/19/2024 07:50:16 PM,90,95,Friday,19,0,Rainy,35-44,Food,Low,72,50,Comedy Night,New,Recommend Liberty Stage,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Open Mic Night,Entertainment,Large,7:00 PM,9:00 PM,CRITICAL
CHK00078,USR0317,VEN121,Cup Roasters,Cafe,40.695344,-73.988761,05/05/2024 01:49:04 PM,43,33,Sunday,13,1,Sunny,18-24,Coffee,Low,40,50,Morning Workout,Returning,Recommend Morning Coffee,NORMAL,No Action Required,Zone J — Industrial,Regular Activity,Harrison,Essex County,New Jersey,Coffee & Connect,Dining,Small,1:00 PM,3:00 PM,NORMAL
CHK00079,USR0415,VEN005,Prism Club,Nightclub,40.718041,-74.003381,03/31/2024 06:10:20 PM,70,136,Sunday,18,1,Rainy,25-34,Shopping,Low,78,50,Late Night,New,Recommend Blaze Nightclub,HIGH,Monitor Closely,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,VIP Night,Nightlife,Medium,6:00 PM,8:00 PM,HIGH
CHK00080,USR0511,VEN102,Kitchen Dining,Restaurant,40.727061,-74.014276,01/31/2024 05:51:45 PM,81,96,Wednesday,17,0,Rainy,45+,Food,Low,44,52,Happy Hour,Returning,Recommend Urban Eatery,HIGH,Monitor Closely,Zone I — University,Alcohol Service,North Bergen,Bergen County,New Jersey,Holiday Dinner,Dining,Medium,5:00 PM,7:00 PM,HIGH
CHK00081,USR0506,VEN228,Strong Fitness,Gym,40.710948,-74.022432,03/15/2024 07:41:37 AM,55,52,Friday,7,0,Rainy,25-34,Music,Low,40,50,Morning Workout,New,Recommend Fit Athletics,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity,Weehawken,Hudson County,New Jersey,Boot Camp,Fitness,Medium,7:00 AM,9:00 AM,ELEVATED
CHK00082,USR0885,VEN041,Oak Bar,Bar/Lounge,40.698631,-74.006931,05/06/2024 01:14:57 AM,60,62,Monday,1,0,Rainy,35-44,Social,Low,48,50,Happy Hour,New,Recommend Crown Pub,ELEVATED,Routine Patrol,Zone A — Downtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,1:00 AM,3:00 AM,ELEVATED
CHK00083,USR0575,VEN029,Gold Tavern,Bar/Lounge,40.731513,-73.99124,03/09/2024 11:04:53 PM,95,114,Saturday,23,1,Sunny,45+,Shopping,Low,78,51,Happy Hour,New,Recommend Copper Lounge,CRITICAL,Immediate Response,Zone C — Midtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Large,11:00 PM,1:00 AM,CRITICAL
CHK00084,USR0120,VEN149,Fresh Espresso,Cafe,40.700114,-74.001967,05/11/2024 11:30:56 AM,47,49,Saturday,11,1,Cloudy,25-34,Social,Low,40,50,Networking Event,New,Recommend Brew Cafe,NORMAL,No Action Required,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Coffee & Connect,Dining,Small,11:00 AM,1:00 PM,NORMAL
CHK00085,USR0767,VEN047,Oak Tavern,Bar/Lounge,40.707744,-74.010676,03/30/2024 09:21:40 PM,90,126,Saturday,21,1,Rainy,18-24,Nightlife,Low,83,51,Networking Event,New,Recommend Oak Bar,CRITICAL,Immediate Response,Zone B — Harbor District,Large Gathering,Hoboken,Hudson County,New Jersey,Live Music Night,Nightlife,Large,9:00 PM,11:00 PM,CRITICAL
CHK00086,USR0148,VEN183,Central Market,Food Court,40.704984,-74.008468,06/15/2024 08:39:35 PM,58,15,Saturday,20,1,Sunny,35-44,Social,Low,40,50,Dinner Special,Returning,Recommend Central Food Hall,ELEVATED,Routine Patrol,Zone H — South Side,Dining Service,Bayonne,Hudson County,New Jersey,Weekend Market,Dining,Medium,8:00 PM,10:00 PM,ELEVATED
CHK00087,USR0832,VEN053,River Tavern,Bar/Lounge,40.719672,-73.992901,06/09/2024 04:51:06 PM,69,126,Sunday,16,1,Cloudy,18-24,Social,Low,66,50,Live Music,Returning,Recommend Velvet Lounge,ELEVATED,Routine Patrol,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Networking Night,Nightlife,Medium,4:00 PM,6:00 PM,ELEVATED
CHK00088,USR0020,VEN272,Cedar Gardens,Park,40.74263,-74.002095,06/05/2024 07:08:01 AM,43,73,Wednesday,7,0,Rainy,35-44,Social,Low,40,50,Weekend Party,New,Recommend Pine Park,NORMAL,No Action Required,Zone E — North End,Nightlife Event,Union City,Hudson County,New Jersey,Outdoor Concert,Outdoor,Small,7:00 AM,9:00 AM,NORMAL
CHK00089,USR0995,VEN101,Bistro Brasserie,Restaurant,40.705868,-73.977748,01/11/2024 02:19:19 AM,55,65,Thursday,2,0,Clear,35-44,Music,Low,46,50,Dinner Special,New,Recommend Table Brasserie,ELEVATED,Routine Patrol,Zone J — Industrial,Dining Service,Harrison,Essex County,New Jersey,Special Dining Event,Dining,Medium,2:00 AM,4:00 AM,ELEVATED
CHK00090,USR0569,VEN027,Velvet Lounge,Bar/Lounge,40.702467,-74.016886,02/02/2024 10:36:40 PM,84,99,Friday,22,0,Sunny,18-24,Social,Low,66,56,Happy Hour Special,Returning,Recommend Silver Tavern,HIGH,Monitor Closely,Zone A — Downtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,10:00 PM,12:00 AM,HIGH
CHK00091,USR0981,VEN061,Blue Tavern,Bar/Lounge,40.711698,-73.991734,06/24/2024 11:05:48 PM,86,138,Monday,23,0,Cloudy,35-44,Fitness,Low,76,50,Happy Hour Special,New,Recommend Copper Tavern,CRITICAL,Immediate Response,Zone C — Midtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Live Music Night,Nightlife,Large,11:00 PM,1:00 AM,CRITICAL
CHK00092,USR0709,VEN023,Blaze Nightclub,Nightclub,40.703886,-74.004468,05/21/2024 10:52:05 PM,94,144,Tuesday,22,0,Sunny,35-44,Food,Low,79,61,Weekend Party,New,Recommend Prism Lounge,CRITICAL,Immediate Response,Zone A — Downtown,Nightlife Event,Jersey City,Hudson County,New Jersey,VIP Night,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK00093,USR0484,VEN216,Power Athletics,Gym,40.736894,-74.01594,04/21/2024 07:49:10 PM,51,70,Sunday,19,1,Cloudy,45+,Social,Low,45,50,Networking Event,New,Recommend Fit CrossFit,ELEVATED,Routine Patrol,Zone I — University,Large Gathering,North Bergen,Bergen County,New Jersey,Morning Workout,Fitness,Medium,7:00 PM,9:00 PM,ELEVATED
CHK00094,USR0136,VEN167,City Cinema,Entertainment,40.692404,-74.01421,05/19/2024 04:31:06 AM,55,93,Sunday,4,1,Rainy,45+,Music,Low,63,50,Open Mic,Returning,Recommend Grand Cinema,ELEVATED,Routine Patrol,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Live Concert,Entertainment,Medium,4:00 AM,6:00 AM,ELEVATED
CHK00095,USR0211,VEN295,Blitz Sports Bar,Sports Bar,40.717057,-74.013134,02/29/2024 10:46:03 PM,91,105,Thursday,22,0,Cloudy,18-24,Nightlife,Low,67,50,Weekend Party,Returning,Recommend Overtime Sports Bar,CRITICAL,Immediate Response,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Game Night,Sports,Large,10:00 PM,12:00 AM,CRITICAL
CHK00096,USR0903,VEN286,Suite Bar,Hotel Bar,40.72356,-74.001156,05/10/2024 06:05:29 AM,65,93,Friday,6,0,Clear,25-34,Fitness,Low,57,50,Networking Event,Returning,Recommend Rooftop Cocktail Bar,ELEVATED,Routine Patrol,Zone E — North End,Large Gathering,Union City,Hudson County,New Jersey,Cocktail Evening,Nightlife,Medium,6:00 AM,8:00 AM,ELEVATED
CHK00097,USR0971,VEN023,Blaze Nightclub,Nightclub,40.703886,-74.004468,05/22/2024 08:54:45 PM,79,115,Wednesday,20,0,Cloudy,35-44,Coffee,Low,72,50,Late Night,New,Recommend Onyx Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Weekend Takeover,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK00098,USR0895,VEN039,Red Pub,Bar/Lounge,40.718079,-74.000447,04/06/2024 09:13:38 PM,90,89,Saturday,21,1,Cloudy,35-44,Nightlife,Low,64,50,Happy Hour Special,Returning,Recommend Stone Tavern,CRITICAL,Immediate Response,Zone D — Waterfront,Alcohol Service,Weehawken,Hudson County,New Jersey,Networking Night,Nightlife,Large,9:00 PM,11:00 PM,CRITICAL
CHK00099,USR0443,VEN045,Jade Bar,Bar/Lounge,40.701248,-74.011636,03/14/2024 10:08:25 PM,88,93,Thursday,22,0,Sunny,35-44,Coffee,Low,64,50,Networking Event,New,Recommend Blue Tavern,CRITICAL,Immediate Response,Zone B — Harbor District,Large Gathering,Hoboken,Hudson County,New Jersey,Happy Hour Special,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK00100,USR0271,VEN068,Coast Brasserie,Restaurant,40.689011,-74.000402,05/25/2024 06:08:41 PM,78,61,Saturday,18,1,Cloudy,45+,Nightlife,Low,46,50,Dinner Special,Returning,Recommend Coast Dining,HIGH,Monitor Closely,Zone J — Industrial,Dining Service,Harrison,Essex County,New Jersey,Holiday Dinner,Dining,Medium,6:00 PM,8:00 PM,HIGH
CHK00101,USR0183,VEN230,Fit Athletics,Gym,40.693325,-73.987725,06/13/2024 09:20:56 AM,31,85,Thursday,9,0,Rainy,45+,Nightlife,Low,40,50,Networking Event,New,Recommend Drive Fitness,NORMAL,No Action Required,Zone J — Industrial,Large Gathering,Harrison,Essex County,New Jersey,Boot Camp,Fitness,Small,9:00 AM,11:00 AM,NORMAL
CHK00102,USR0918,VEN055,River Bar,Bar/Lounge,40.71548,-74.023197,06/23/2024 08:40:36 PM,83,90,Sunday,20,1,Rainy,35-44,Business,Low,64,50,Networking Event,Returning,Recommend Gold Bar,HIGH,Monitor Closely,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Networking Night,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK00103,USR0553,VEN140,Corner Cafe,Cafe,40.736471,-74.004121,01/06/2024 01:15:30 PM,42,19,Saturday,13,1,Clear,45+,Music,Low,40,50,Networking Event,New,Recommend Brew Espresso,NORMAL,No Action Required,Zone I — University,Large Gathering,North Bergen,Bergen County,New Jersey,Study Session,Dining,Small,1:00 PM,3:00 PM,NORMAL
CHK00104,USR0882,VEN166,Arena Theater,Entertainment,40.720573,-74.018498,04/18/2024 07:21:08 PM,90,152,Thursday,19,0,Rainy,25-34,Business,Low,95,54,Comedy Night,New,Recommend Liberty Theater,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Live Concert,Entertainment,Large,7:00 PM,9:00 PM,CRITICAL
CHK00105,USR0207,VEN006,Rush Lounge,Nightclub,40.708819,-74.006499,05/15/2024 11:55:27 PM,97,102,Wednesday,23,0,Sunny,18-24,Social,Low,65,50,Late Night,New,Recommend Pulse Lounge,CRITICAL,Immediate Response,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Friday Night Live,Nightlife,Large,11:00 PM,1:00 AM,CRITICAL
CHK00106,USR0988,VEN084,Harbor Brasserie,Restaurant,40.738814,-74.00526,05/06/2024 07:20:22 PM,81,63,Monday,19,0,Sunny,45+,Business,Low,49,50,Dinner Special,Returning,Recommend Kitchen Eatery,HIGH,Monitor Closely,Zone I — University,Dining Service,North Bergen,Bergen County,New Jersey,Special Dining Event,Dining,Medium,7:00 PM,9:00 PM,HIGH
CHK00107,USR0339,VEN114,Urban Dining,Restaurant,40.714161,-73.97342,02/29/2024 06:04:19 PM,85,112,Thursday,18,0,Cloudy,45+,Shopping,Low,75,50,Lunch Rush,Returning,Recommend Harbor Brasserie,CRITICAL,Immediate Response,Zone F — Commercial,High Foot Traffic,Secaucus,Bergen County,New Jersey,Special Dining Event,Dining,Large,6:00 PM,8:00 PM,CRITICAL
CHK00108,USR0748,VEN047,Oak Tavern,Bar/Lounge,40.707744,-74.010676,06/27/2024 03:22:14 PM,63,79,Thursday,15,0,Rainy,45+,Coffee,Low,53,50,Happy Hour Special,Returning,Recommend Oak Lounge,ELEVATED,Routine Patrol,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Happy Hour Special,Nightlife,Medium,3:00 PM,5:00 PM,ELEVATED
CHK00109,USR0048,VEN292,Bleacher Sports Lounge,Sports Bar,40.704539,-74.02827,02/24/2024 10:12:29 PM,95,117,Saturday,22,1,Clear,25-34,Food,Low,73,50,Sports Event,New,Recommend Gridiron Sports Bar,CRITICAL,Immediate Response,Zone B — Harbor District,Sports Gathering,Hoboken,Hudson County,New Jersey,Sports Gathering,Sports,Large,10:00 PM,12:00 AM,CRITICAL
CHK00110,USR0657,VEN128,Fresh Roasters,Cafe,40.708533,-74.014523,02/25/2024 07:21:14 AM,63,51,Sunday,7,1,Rainy,45+,Nightlife,Low,40,50,Networking Event,Returning,Recommend Morning Coffee,ELEVATED,Routine Patrol,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,7:00 AM,9:00 AM,ELEVATED
CHK00111,USR0928,VEN196,Metro Galleria,Mall,40.726167,-73.97928,02/26/2024 12:52:02 AM,54,73,Monday,0,0,Cloudy,18-24,Food,Low,51,50,Retail Promotion,Returning,Recommend City Mall,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event,Secaucus,Bergen County,New Jersey,Holiday Shopping,Retail,Medium,12:00 AM,2:00 AM,ELEVATED
CHK00112,USR0899,VEN249,Craft Labs,Coworking,40.707229,-73.981612,04/10/2024 02:26:22 PM,28,164,Wednesday,14,0,Rainy,25-34,Social,Low,69,50,Business Meetup,Returning,Recommend Node Workspace,NORMAL,No Action Required,Zone J — Industrial,Private Gathering,Harrison,Essex County,New Jersey,Tech Talk,Business,Small,2:00 PM,4:00 PM,NORMAL
CHK00113,USR0930,VEN300,Overtime Sports Bar,Sports Bar,40.718687,-74.010942,02/07/2024 12:40:34 AM,67,97,Wednesday,0,0,Clear,45+,Social,Low,59,50,Sports Event,Returning,Recommend Bleacher Sports Lounge,ELEVATED,Routine Patrol,Zone D — Waterfront,Sports Gathering,Weehawken,Hudson County,New Jersey,Game Night,Sports,Medium,12:00 AM,2:00 AM,ELEVATED
CHK00114,USR0153,VEN230,Fit Athletics,Gym,40.693325,-73.987725,06/19/2024 08:47:02 PM,20,55,Wednesday,20,0,Clear,35-44,Nightlife,Low,40,50,Morning Workout,New,Recommend Drive CrossFit,NORMAL,No Action Required,Zone J — Industrial,Regular Activity,Harrison,Essex County,New Jersey,Weekend Class,Fitness,Small,8:00 PM,10:00 PM,NORMAL
CHK00115,USR0134,VEN063,Silver Lounge,Bar/Lounge,40.717434,-74.01149,02/09/2024 05:06:08 PM,71,70,Friday,17,0,Clear,35-44,Business,Low,49,50,Networking Event,Returning,Recommend Red Pub,HIGH,Monitor Closely,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,5:00 PM,7:00 PM,HIGH
CHK00116,USR0451,VEN074,Kitchen Eatery,Restaurant,40.702505,-73.986399,01/11/2024 11:56:05 PM,61,85,Thursday,23,0,Sunny,45+,Shopping,Low,61,50,Happy Hour,Returning,Recommend Harvest Eatery,ELEVATED,Routine Patrol,Zone G — East Side,Alcohol Service,Kearny,Hudson County,New Jersey,Dinner Rush,Dining,Medium,11:00 PM,1:00 AM,ELEVATED
CHK00117,USR0229,VEN162,Dome Theater,Entertainment,40.700213,-74.008804,04/11/2024 04:02:17 PM,76,94,Thursday,16,0,Rainy,18-24,Social,Low,64,50,Live Music,New,Recommend Globe Cinema,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Open Mic Night,Entertainment,Medium,4:00 PM,6:00 PM,HIGH
CHK00118,USR0861,VEN142,Daily Coffee,Cafe,40.713785,-74.020429,06/24/2024 07:04:49 AM,52,54,Monday,7,0,Clear,45+,Shopping,Low,40,50,Morning Workout,Returning,Recommend Brew Roasters,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity,Weehawken,Hudson County,New Jersey,Coffee & Connect,Dining,Medium,7:00 AM,9:00 AM,ELEVATED
CHK00119,USR0923,VEN238,Tech Coworking,Coworking,40.740094,-74.016293,03/06/2024 03:22:42 AM,19,151,Wednesday,3,0,Rainy,35-44,Shopping,Low,50,50,Business Meetup,Returning,Recommend Craft Labs,NORMAL,No Action Required,Zone I — University,Private Gathering,North Bergen,Bergen County,New Jersey,Workshop Session,Business,Small,3:00 AM,5:00 AM,NORMAL
CHK00120,USR0790,VEN243,Desk Coworking,Coworking,40.717315,-73.975443,01/28/2024 12:33:31 PM,15,177,Sunday,12,1,Cloudy,25-34,Coffee,Low,67,50,Business Meetup,Returning,Recommend Space Coworking,NORMAL,No Action Required,Zone G — East Side,Private Gathering,Kearny,Hudson County,New Jersey,Startup Meetup,Business,Small,12:00 PM,2:00 PM,NORMAL
CHK00121,USR0958,VEN042,Gold Bar,Bar/Lounge,40.726215,-73.99312,06/21/2024 10:00:42 PM,82,116,Friday,22,0,Rainy,25-34,Music,Low,78,50,Happy Hour Special,Returning,Recommend Crown Pub,HIGH,Monitor Closely,Zone C — Midtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,10:00 PM,12:00 AM,HIGH
CHK00122,USR0587,VEN002,Vibe Night,Nightclub,40.725929,-73.991188,05/21/2024 11:28:05 PM,100,125,Tuesday,23,0,Sunny,18-24,Nightlife,Low,81,50,Late Night,Returning,Recommend Flux Nightclub,CRITICAL,Immediate Response,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Friday Night Live,Nightlife,Large,11:00 PM,1:00 AM,CRITICAL
CHK00123,USR0744,VEN202,Metro Shopping Center,Mall,40.703367,-74.009798,05/22/2024 05:13:23 AM,55,122,Wednesday,5,0,Rainy,45+,Fitness,Low,65,50,Weekend Party,New,Recommend Gateway Mall,ELEVATED,Routine Patrol,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Retail Event,Retail,Medium,5:00 AM,7:00 AM,ELEVATED
CHK00124,USR0678,VEN242,Build Workspace,Coworking,40.693371,-74.00922,06/22/2024 11:03:06 AM,23,155,Saturday,11,1,Cloudy,45+,Business,Low,63,50,Business Meetup,New,Recommend Space Coworking,NORMAL,No Action Required,Zone B — Harbor District,Private Gathering,Hoboken,Hudson County,New Jersey,Tech Talk,Business,Small,11:00 AM,1:00 PM,NORMAL
CHK00125,USR0792,VEN026,River Pub,Bar/Lounge,40.701063,-74.022446,04/25/2024 05:45:50 AM,60,91,Thursday,5,0,Cloudy,35-44,Coffee,Low,51,50,Live Music,Returning,Recommend River Bar,ELEVATED,Routine Patrol,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Happy Hour Special,Nightlife,Medium,5:00 AM,7:00 AM,ELEVATED
CHK00126,USR0562,VEN121,Cup Roasters,Cafe,40.695344,-73.988761,06/18/2024 05:11:52 AM,27,41,Tuesday,5,0,Rainy,18-24,Music,Low,40,50,Business Meetup,New,Recommend Grind Coffee,NORMAL,No Action Required,Zone J — Industrial,Private Gathering,Harrison,Essex County,New Jersey,Morning Rush,Dining,Small,5:00 AM,7:00 AM,NORMAL
CHK00127,USR0819,VEN075,Spice Eatery,Restaurant,40.704426,-73.992469,03/13/2024 05:48:46 PM,76,56,Wednesday,17,0,Cloudy,18-24,Shopping,Low,40,50,Happy Hour,New,Recommend Bistro Dining,HIGH,Monitor Closely,Zone F — Commercial,Alcohol Service,Secaucus,Bergen County,New Jersey,Special Dining Event,Dining,Medium,5:00 PM,7:00 PM,HIGH
CHK00128,USR0877,VEN135,Brew Roasters,Cafe,40.688591,-74.018263,04/06/2024 09:42:55 AM,54,20,Saturday,9,1,Sunny,35-44,Shopping,Low,40,50,Morning Workout,Returning,Recommend Corner Cafe,ELEVATED,Routine Patrol,Zone B — Harbor District,Regular Activity,Hoboken,Hudson County,New Jersey,Study Session,Dining,Medium,9:00 AM,11:00 AM,ELEVATED
CHK00129,USR0942,VEN147,Local Espresso,Cafe,40.701304,-74.000198,02/15/2024 08:10:34 AM,55,43,Thursday,8,0,Cloudy,35-44,Food,Low,40,50,Business Meetup,Returning,Recommend Corner Cafe,ELEVATED,Routine Patrol,Zone J — Industrial,Private Gathering,Harrison,Essex County,New Jersey,Coffee & Connect,Dining,Medium,8:00 AM,10:00 AM,ELEVATED
CHK00130,USR0002,VEN287,Gallery Cocktail Bar,Hotel Bar,40.704237,-74.003894,01/23/2024 11:14:18 AM,63,58,Tuesday,11,0,Sunny,45+,Fitness,Low,40,50,Live Music,Returning,Recommend Lobby Cocktail Bar,ELEVATED,Routine Patrol,Zone H — South Side,Live Entertainment,Bayonne,Hudson County,New Jersey,Happy Hour,Nightlife,Medium,11:00 AM,1:00 PM,ELEVATED
CHK00131,USR0760,VEN262,Grove Park,Park,40.698954,-74.001362,06/04/2024 07:57:35 AM,49,15,Tuesday,7,0,Clear,18-24,Business,Low,40,50,Weekend Party,New,Recommend River Park,NORMAL,No Action Required,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Weekend Festival,Outdoor,Small,7:00 AM,9:00 AM,NORMAL
CHK00132,USR0681,VEN127,Steam Coffee,Cafe,40.694449,-74.008487,02/04/2024 04:45:44 PM,29,36,Sunday,16,1,Cloudy,25-34,Nightlife,Low,40,50,Networking Event,Returning,Recommend Ground Coffee,NORMAL,No Action Required,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Morning Rush,Dining,Small,4:00 PM,6:00 PM,NORMAL
CHK00133,USR0895,VEN207,Flex CrossFit,Gym,40.738332,-73.994274,02/29/2024 08:12:53 PM,20,104,Thursday,20,0,Clear,35-44,Nightlife,Low,47,50,Networking Event,Returning,Recommend Summit Athletics,NORMAL,No Action Required,Zone E — North End,Large Gathering,Union City,Hudson County,New Jersey,Morning Workout,Fitness,Small,8:00 PM,10:00 PM,NORMAL
